"filename", "language", "Python", "C++", "TypeScript", "XML", "comment", "blank", "total"
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Neure/Neure.h", "C++", 0, 18, 0, 0, 3, 13, 34
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Object/Object.cpp", "C++", 0, 29, 0, 0, 10, 11, 50
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Object/Object.h", "C++", 0, 25, 0, 0, 19, 17, 61
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Storage.cpp", "C++", 0, 4, 0, 0, 3, 4, 11
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Storage.h", "C++", 0, 6, 0, 0, 3, 8, 17
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/SystemLayer.h", "C++", 0, 3, 0, 0, 3, 4, 10
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Tasks/Task.cpp", "C++", 0, 1, 0, 0, 3, 2, 6
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Tasks/Task.h", "C++", 0, 9, 0, 0, 3, 8, 20
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Tasks/TaskManager.cpp", "C++", 0, 13, 0, 0, 3, 15, 31
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Tasks/TaskManager.h", "C++", 0, 11, 0, 0, 10, 6, 27
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/AddressUnit.cpp", "C++", 0, 4, 0, 0, 3, 7, 14
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/AddressUnit.h", "C++", 0, 11, 0, 0, 3, 11, 25
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/BaseMachine.cpp", "C++", 0, 4, 0, 0, 3, 7, 14
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/BaseMachine.h", "C++", 0, 18, 0, 0, 22, 12, 52
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/BaseUnit.cpp", "C++", 0, 10, 0, 0, 3, 4, 17
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/BaseUnit.h", "C++", 0, 20, 0, 0, 6, 10, 36
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/CanvasUnit.cpp", "C++", 0, 1, 0, 0, 3, 2, 6
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/CanvasUnit.h", "C++", 0, 7, 0, 0, 4, 6, 17
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/ContentUnit.cpp", "C++", 0, 1, 0, 0, 3, 2, 6
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/ContentUnit.h", "C++", 0, 8, 0, 0, 3, 7, 18
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/GateUnit.cpp", "C++", 0, 1, 0, 0, 3, 3, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/GateUnit.h", "C++", 0, 5, 0, 0, 4, 7, 16
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/NeuUnit.cpp", "C++", 0, 1, 0, 0, 3, 2, 6
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/NeuUnit.h", "C++", 0, 5, 0, 0, 3, 7, 15
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/ReadUnit.cpp", "C++", 0, 17, 0, 0, 3, 5, 25
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/ReadUnit.h", "C++", 0, 16, 0, 0, 3, 10, 29
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/ReceiverUnit.cpp", "C++", 0, 7, 0, 0, 4, 4, 15
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/ReceiverUnit.h", "C++", 0, 10, 0, 0, 4, 10, 24
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/SenderUnit.cpp", "C++", 0, 7, 0, 0, 4, 3, 14
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/SenderUnit.h", "C++", 0, 9, 0, 0, 7, 10, 26
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/WriteUnit.cpp", "C++", 0, 6, 0, 0, 3, 3, 12
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/Core/Unit/WriteUnit.h", "C++", 0, 10, 0, 0, 4, 9, 23
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/World/CreateNeuroNetwork.cpp", "C++", 0, 3, 0, 0, 3, 2, 8
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/CppEntelechySystem/World/CreateNeuroNetwork.h", "C++", 0, 7, 0, 0, 3, 7, 17
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/BaseContent.py", "Python", 21, 0, 0, 0, 20, 11, 52
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/BaseDevice.py", "Python", 3, 0, 0, 0, 6, 3, 12
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/BaseFunction.py", "Python", 3, 0, 0, 0, 6, 6, 15
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/BaseMachine.py", "Python", 3, 0, 0, 0, 6, 4, 13
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/BaseObject.py", "Python", 7, 0, 0, 0, 14, 8, 29
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/BaseUnit.py", "Python", 8, 0, 0, 0, 17, 8, 33
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Base/__init__.py", "Python", 6, 0, 0, 0, 6, 4, 16
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Content/Content.py", "Python", 10, 0, 0, 0, 20, 8, 38
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Content/__init__.py", "Python", 1, 0, 0, 0, 6, 1, 8
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Device/CoinDevice.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Device/GoalDevice.py", "Python", 2, 0, 0, 0, 6, 1, 9
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Device/ProcessDevice.py", "Python", 4, 0, 0, 0, 7, 3, 14
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Device/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Function/FunctionOperateProcess.py", "Python", 4, 0, 0, 0, 7, 3, 14
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Function/ReceiveGoalFunction.py", "Python", 8, 0, 0, 0, 10, 4, 22
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Function/__init__.py", "Python", 1, 0, 0, 0, 6, 1, 8
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/GateUnit.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/KnowledgeBase/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Lingo.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Machine/NeedMachine.py", "Python", 15, 0, 0, 0, 21, 10, 46
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Machine/OperateMachine.py", "Python", 5, 0, 0, 0, 7, 3, 15
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Machine/ReceiveMachine.py", "Python", 1, 0, 0, 0, 6, 1, 8
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Machine/StateMachine.py", "Python", 8, 0, 0, 0, 11, 7, 26
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Machine/__init__.py", "Python", 2, 0, 0, 0, 6, 0, 8
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Neure/Neure.py", "Python", 18, 0, 0, 0, 20, 14, 52
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Neure/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Object/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Project.py", "Python", 2, 0, 0, 0, 6, 2, 10
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Storage.py", "Python", 2, 0, 0, 0, 6, 2, 10
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/SystemLayer.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Task.py", "Python", 4, 0, 0, 0, 6, 3, 13
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit.py", "Python", 2, 0, 0, 0, 6, 1, 9
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/CanvasUnit.py", "Python", 11, 0, 0, 0, 12, 10, 33
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/ConnectUnit.py", "Python", 13, 0, 0, 0, 15, 12, 40
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/ReadUnit.py", "Python", 12, 0, 0, 0, 20, 7, 39
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/ReceiverUnit.py", "Python", 11, 0, 0, 0, 16, 8, 35
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/SenderUnit.py", "Python", 12, 0, 0, 0, 15, 9, 36
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/Units.py", "Python", 69, 0, 0, 0, 94, 52, 215
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/WriteUnit.py", "Python", 12, 0, 0, 0, 14, 6, 32
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/Unit/__init__.py", "Python", 2, 0, 0, 0, 11, 2, 15
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Core/__init__.py", "Python", 3, 0, 0, 0, 6, 2, 11
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Function/Manager/FunctionManager.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Function/Manager/TaskManager.py", "Python", 0, 0, 0, 0, 6, 2, 8
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Function/Manager/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Function/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/KnowledgeBase/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/Model/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/World/NeuroNetwork.py", "Python", 4, 0, 0, 0, 6, 4, 14
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/World/__init__.py", "Python", 0, 0, 0, 0, 6, 1, 7
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/PyEntelechySystem/__init__.py", "Python", 5, 0, 0, 0, 9, 3, 17
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/Scripts/main.cpp", "C++", 0, 18, 0, 0, 14, 22, 54
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/Scripts/main.py", "Python", 22, 0, 0, 0, 10, 13, 45
"/Users/ethan/LocalFiles/ResearchFile/EntelechySystem/Scripts/main.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 1
"Total", "-", 316, 431, 0, 42, 775, 613, 2177
